date,convenience_store,store,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total,Gender,Cus_Age,Cus_LifeStyle
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,$7.46,$11.19,6,67.14,female,49,sport
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24156,Hawkeye Blend Whiskey,12,750,$3.50,$5.25,24,126,female,25,sport
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24158,Hawkeye Blend Whiskey,6,1750,$7.62,$11.43,6,68.58,male,30,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,$7.00,$10.50,12,126,female,45,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,$11.96,$17.94,6,107.64,female,30,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$14.53,$21.80,12,261.6,female,32,Social
13/11/2014 0:00,,3769,7,Black Hawk,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.09,$27.14,18,488.52,male,27,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27392,Jim Beam Maple,12,750,$11.03,$16.55,12,198.6,male,57,Social
13/11/2014 0:00,,3769,7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,27554,Seagrams Seven Crown Dark Honey,12,750,$8.18,$12.27,12,147.24,female,34,sport
13/11/2014 0:00,,3769,7,Black Hawk,1042100,IMPORTED DRY GINS,35,Bacardi U.S.A. Inc.,28236,Bombay Sapphire Gin,12,750,$13.64,$20.46,12,245.52,male,45,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.11,$10.67,18,192.06,female,30,Social
13/11/2014 0:00,,3769,7,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32236,Seagrams Extra Dry Gin,12,750,$6.49,$9.74,12,116.88,female,39,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$11.49,$17.24,12,206.88,male,43,Social
13/11/2014 0:00,,3769,7,Black Hawk,1032080,IMPORTED VODKA,65,Jim Beam Brands,34578,Pinnacle Vodka,6,1750,$11.08,$17.12,12,205.44,female,52,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1032080,IMPORTED VODKA,115,Constellation Wine Company Inc.,34820,Svedka Vodka,12,750,$8.25,$12.38,12,148.56,female,35,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,$3.37,$5.06,60,303.6,male,32,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,64.8,female,62,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,$6.68,$10.27,12,123.24,male,63,sport
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,78,839.28,female,23,Social
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,$7.47,$11.21,6,67.26,female,39,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.60,$11.40,30,342,male,50,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,260,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,$8.50,$12.75,6,76.5,female,43,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,255,Wilson Daniels Ltd.,37888,Seagrams Vodka,6,1750,$10.00,$15.00,6,90,female,36,sport
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,$7.11,$10.67,12,128.04,female,61,sport
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,461,Campari(skyy),37988,Skyy Vodka,6,1750,$17.15,$25.73,6,154.38,male,55,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,$8.25,$12.38,36,445.68,female,26,Social
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,$14.75,$22.13,12,265.56,female,50,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1031080,80 PROOF VODKA,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,12,173.76,male,38,Social
13/11/2014 0:00,,3769,7,Black Hawk,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,$8.75,$13.13,12,157.56,male,28,Social
13/11/2014 0:00,,3769,7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,40632,UV Whipped,12,750,$6.25,$9.50,12,114,male,64,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,$9.65,$14.48,12,173.76,male,36,sport
13/11/2014 0:00,,3769,7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,$10.99,$16.49,6,98.94,female,62,sport
13/11/2014 0:00,,3769,7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,$6.25,$9.50,12,114,female,32,sport
13/11/2014 0:00,,3769,7,Black Hawk,1101100,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,$9.00,$13.50,12,162,male,33,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42687,Malibu Black,12,750,$7.99,$11.99,12,143.88,female,33,sport
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43026,Admiral Nelson Spiced Rum,12,750,$5.78,$8.67,12,104.04,female,20,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43046,Bacardi Select Rum,12,750,$8.00,$12.00,12,144,female,40,sport
13/11/2014 0:00,,3769,7,Black Hawk,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43051,Bacardi Dragon Berry,12,750,$7.75,$12.00,12,144,male,63,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,$13.50,$21.00,6,126,female,39,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$15.00,24,360,male,20,Social
13/11/2014 0:00,,3769,7,Black Hawk,1062300,FLAVORED RUM,260,Diageo Americas,43282,Captain Morgan Parrot Bay Pineapple,12,750,$7.49,$11.24,12,134.88,male,34,sport
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43285,Captain Morgan Original Spiced Rum Pet,12,750,$9.00,$13.50,12,162,female,65,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$9.00,$13.50,24,324,female,46,Social
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$18.00,$27.00,90,2430,male,36,sport
13/11/2014 0:00,,3769,7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,$4.00,$6.00,12,72,female,62,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.84,$11.76,6,70.56,male,57,Social
13/11/2014 0:00,,3769,7,Black Hawk,1062310,SPICED RUM,240,WILLIAM GRANT AND SONS INC.,45886,Sailor Jerry Spiced Navy Rum,12,750,$9.65,$14.48,12,173.76,female,41,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1052010,IMPORTED GRAPE BRANDIES,420,Moet Hennessy USA Inc.,48106,Hennessy Vs Cognac,12,750,$18.49,$27.74,12,332.88,male,62,sport
13/11/2014 0:00,,3769,7,Black Hawk,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,$22.49,$33.74,12,404.88,female,50,sport
13/11/2014 0:00,,3769,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,$5.92,$8.88,12,106.56,female,48,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54646,Arrow Blackberry Flav Brandy,12,750,$5.38,$8.07,12,96.84,female,63,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1012210,SINGLE MALT SCOTCH,305,MHW Ltd,5486,Macallan 12 Yr Single Malt Scotch,12,750,$30.07,$45.11,12,541.32,female,31,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,$6.00,$9.25,6,55.5,female,33,Digital
13/11/2014 0:00,,3769,7,Black Hawk,1081015,IMPORTED AMARETTO,305,MHW Ltd,64136,Disaronno Amaretto,12,750,$13.86,$20.79,12,249.48,female,50,Social
13/11/2014 0:00,,3769,7,Black Hawk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,24,323.28,male,31,Social
13/11/2014 0:00,,3769,7,Black Hawk,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,$7.33,$12.00,12,144,male,47,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,$12.05,$18.08,12,216.96,male,46,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1081200,CREAM LIQUEURS,461,Campari(skyy),68126,Carolan's Irish Cream Liqueur,12,750,$7.70,$11.55,12,138.6,male,20,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1081200,CREAM LIQUEURS,305,MHW Ltd,73055,Rumchata,12,750,$12.50,$18.75,24,450,male,55,sport
13/11/2014 0:00,,3769,7,Black Hawk,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,$3.71,$5.57,24,133.68,female,38,Entertainment
13/11/2014 0:00,,3769,7,Black Hawk,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,$6.30,$9.45,24,226.8,male,27,Social
13/11/2014 0:00,,3769,7,Black Hawk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,$9.85,$14.78,24,354.72,male,38,Social
13/11/2014 0:00,,3769,7,Black Hawk,1022100,TEQUILA,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,$8.93,$13.40,12,160.8,male,58,sport
13/11/2014 0:00,,3769,7,Black Hawk,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.74,12,188.88,male,62,sport
13/11/2014 0:00,,3831,8,Boone,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,2,20.26,male,55,Social
13/11/2014 0:00,,3831,8,Boone,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11786,Black Velvet Traveler,12,750,$5.23,$7.85,12,94.2,male,21,Social
13/11/2014 0:00,,3831,8,Boone,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,$14.49,$21.74,2,43.48,male,64,Digital
13/11/2014 0:00,,3831,8,Boone,1012300,IRISH WHISKIES,260,Diageo Americas,15776,Bushmills Irish Whiskey,12,750,$13.00,$19.50,2,39,female,28,sport
13/11/2014 0:00,,3831,8,Boone,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Distilleries Inc.,17956,Evan Williams Str Bourbon,12,750,$6.81,$10.55,2,21.1,female,61,sport
13/11/2014 0:00,,3831,8,Boone,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,$12.99,$19.49,1,19.49,male,63,Digital
13/11/2014 0:00,,3831,8,Boone,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,$7.43,$11.15,6,66.9,male,58,Social
13/11/2014 0:00,,3831,8,Boone,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$28.69,$43.04,1,43.04,female,47,Entertainment
13/11/2014 0:00,,3831,8,Boone,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,64.8,female,23,Entertainment
13/11/2014 0:00,,3831,8,Boone,1031080,80 PROOF VODKA,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,$3.34,$5.01,12,60.12,female,24,sport
13/11/2014 0:00,,3831,8,Boone,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,6,64.56,female,30,Digital
13/11/2014 0:00,,3831,8,Boone,1031080,80 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,$7.11,$10.67,6,64.02,female,48,Digital
13/11/2014 0:00,,3831,8,Boone,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,$6.25,$9.50,12,114,male,21,Digital
13/11/2014 0:00,,3831,8,Boone,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43036,Bacardi Gold Rum,12,750,$8.00,$12.00,1,12,female,50,sport
13/11/2014 0:00,,3831,8,Boone,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,$13.50,$21.00,6,126,female,21,Entertainment
13/11/2014 0:00,,3831,8,Boone,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43197,Bacardi Torched Cherry,12,750,$7.75,$12.00,1,12,female,62,Entertainment
13/11/2014 0:00,,3831,8,Boone,1062310,SPICED RUM,35,Bacardi U.S.A. Inc.,43205,Bacardi Oakheart,12,750,$6.75,$10.50,1,10.5,male,41,Entertainment
13/11/2014 0:00,,3831,8,Boone,1012200,SCOTCH WHISKIES,260,Diageo Americas,5326,Johnnie Walker Black,12,750,$20.75,$31.13,1,31.13,male,57,sport
13/11/2014 0:00,,3831,8,Boone,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,$5.48,$8.22,12,98.64,male,20,Social
13/11/2014 0:00,,3831,8,Boone,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57144,Chi-Chi's White Russian,6,1750,$6.00,$9.25,6,55.5,male,46,Digital
13/11/2014 0:00,,3831,8,Boone,1081200,CREAM LIQUEURS,260,Diageo Americas,68034,Bailey's Original Irish Cream,12,375,$7.00,$10.50,2,21,male,22,sport
13/11/2014 0:00,,3831,8,Boone,1012200,SCOTCH WHISKIES,240,WILLIAM GRANT AND SONS INC.,6997,Clan Macgregor Scotch,12,1000,$6.66,$9.99,2,19.98,male,51,Social
13/11/2014 0:00,,3831,8,Boone,1081200,CREAM LIQUEURS,305,MHW Ltd,73055,Rumchata,12,750,$12.50,$18.75,2,37.5,male,65,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,$7.35,$11.03,1,11.03,female,24,Digital
13/11/2014 0:00,,3847,7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11299,Crown Royal,44,200,$4.72,$7.08,44,311.52,female,51,Social
13/11/2014 0:00,,3847,7,Black Hawk,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11773,Black Velvet,48,200,$1.56,$2.34,48,112.32,male,61,Digital
13/11/2014 0:00,,3847,7,Black Hawk,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12466,Canadian Mist Whisky,12,750,$5.44,$8.16,12,97.92,female,60,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26822,Jack Daniels Black Label,48,100,$1.65,$2.48,48,119.04,female,54,Digital
13/11/2014 0:00,,3847,7,Black Hawk,1041100,AMERICAN DRY GINS,297,Laird And Company,29997,Five O'clock Gin,12,1000,$4.33,$6.50,12,78,male,28,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32232,Seagrams Extra Dry Gin,48,100,$0.97,$1.46,144,210.24,female,63,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,$1.99,$2.99,96,287.04,male,50,sport
13/11/2014 0:00,,3847,7,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,$3.39,$5.09,24,122.16,male,24,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43121,Bacardi Superior Rum Mini,12,500,$5.54,$8.31,1,8.31,female,21,Digital
13/11/2014 0:00,,3847,7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.63,2,35.26,female,27,sport
13/11/2014 0:00,,3847,7,Black Hawk,1052010,IMPORTED GRAPE BRANDIES,420,Moet Hennessy USA Inc.,48105,Hennessy VS,12,375,$9.75,$14.63,12,175.56,female,51,Entertainment
13/11/2014 0:00,,4014,24,Crawford,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$9.00,$13.50,12,162,female,25,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52312,Christian Bros Brandy,24,200,$1.96,$2.94,48,141.12,female,48,sport
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52314,Christian Bros Brandy,24,375,$3.23,$4.85,24,116.4,male,64,Social
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52316,Christian Bros Brandy,12,750,$5.92,$8.88,12,106.56,female,54,Digital
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,Constellation Wine Company Inc.,53210,Paul Masson Grande Amber Brandy,48,100,$1.00,$1.50,48,72,female,29,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,Constellation Wine Company Inc.,53211,Paul Masson Vs Brandy Mini,10,600,$7.12,$10.68,2,21.36,female,62,Entertainment
13/11/2014 0:00,,3847,7,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,Constellation Wine Company Inc.,53213,Paul Masson Grande Amber Brandy,24,200,$1.96,$2.94,48,141.12,female,30,sport
13/11/2014 0:00,,3847,7,Black Hawk,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,$11.50,$17.25,1,17.25,female,38,Entertainment
13/11/2014 0:00,,3858,82,Scott,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,3,30.39,male,36,Social
13/11/2014 0:00,,3858,82,Scott,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11586,Black Velvet Reserve,12,750,$7.00,$10.50,12,126,male,40,sport
13/11/2014 0:00,,3858,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,17826,Early Times 36 Mo Ky Str Bourbon,12,750,$6.47,$9.71,3,29.13,male,54,Digital
13/11/2014 0:00,,3858,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19026,Jim Beam Black,12,750,$13.65,$20.48,12,245.76,female,47,Social
13/11/2014 0:00,,3858,82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,$11.02,$16.53,6,99.18,male,42,Digital
13/11/2014 0:00,,3858,82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24466,Kessler Blend Whiskey Traveler,12,750,$5.51,$8.27,12,99.24,female,50,Social
13/11/2014 0:00,,3858,82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,$3.50,$5.25,24,126,male,28,sport
13/11/2014 0:00,,3858,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,$11.03,$16.55,2,33.1,male,48,Digital
13/11/2014 0:00,,3858,82,Scott,1041100,AMERICAN DRY GINS,297,Laird And Company,29993,Five O'clock Gin,48,200,$1.20,$1.80,48,86.4,female,64,Digital
13/11/2014 0:00,,3858,82,Scott,1041100,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31474,New Amsterdam Gin,24,375,$3.50,$5.25,3,15.75,female,41,sport
13/11/2014 0:00,,3858,82,Scott,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37336,Uv Vodka,12,750,$6.25,$9.50,3,28.5,female,20,sport
13/11/2014 0:00,,3858,82,Scott,1031080,80 PROOF VODKA,260,Diageo Americas,37426,Popov Vodka 80 Prf Traveler,12,750,$4.50,$6.75,12,81,female,33,Digital
13/11/2014 0:00,,3858,82,Scott,1031110,LOW PROOF VODKA,300,Mccormick Distilling Company,40118,Dueces Wild Vodka,6,1750,$6.67,$10.01,6,60.06,female,41,Social
13/11/2014 0:00,,3858,82,Scott,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43025,Admiral Nelson Spiced Rum Traveler,12,750,$5.78,$8.67,12,104.04,female,26,Entertainment
13/11/2014 0:00,,3858,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,$13.50,$21.00,6,126,female,46,Digital
13/11/2014 0:00,,3858,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43156,Bacardi 151 Proof Rum,12,750,$13.50,$20.25,1,20.25,male,46,Social
13/11/2014 0:00,,3858,82,Scott,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43197,Bacardi Torched Cherry,12,750,$7.75,$12.00,3,36,male,33,sport
13/11/2014 0:00,,3858,82,Scott,1062310,SPICED RUM,65,Jim Beam Brands,44292,Calico Jack Black Spiced,12,750,$7.87,$11.81,1,11.81,female,61,Social
13/11/2014 0:00,,3858,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,$4.00,$6.00,12,72,male,28,Digital
13/11/2014 0:00,,3858,82,Scott,1062310,SPICED RUM,240,WILLIAM GRANT AND SONS INC.,45886,Sailor Jerry Spiced Navy Rum,12,750,$9.65,$14.48,3,43.44,female,36,Entertainment
13/11/2014 0:00,,3858,82,Scott,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47785,Courvoisier Vs Coganc,12,375,$8.09,$12.14,2,24.28,female,34,Entertainment
13/11/2014 0:00,,3858,82,Scott,1052010,IMPORTED GRAPE BRANDIES,420,Moet Hennessy USA Inc.,48099,Hennessy VS,24,200,$5.49,$8.24,24,197.76,female,35,Entertainment
13/11/2014 0:00,,3858,82,Scott,1012200,SCOTCH WHISKIES,260,Diageo Americas,5346,Johnnie Walker Red,12,750,$14.25,$21.38,2,42.76,male,23,Digital
13/11/2014 0:00,,3858,82,Scott,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54057,Arrow Apricot Flav Brandy,12,1000,$6.38,$9.57,12,114.84,male,49,Digital
13/11/2014 0:00,,3858,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57125,Chi-Chi's Gold Margarita,6,1750,$6.00,$9.25,6,55.5,female,40,Digital
13/11/2014 0:00,,3858,82,Scott,1031200,FLAVORED VODKA,260,Diageo Americas,77740,Smirnoff Raspberry,12,750,$8.25,$12.38,3,37.14,female,58,Social
13/11/2014 0:00,,3858,82,Scott,1081200,CREAM LIQUEURS,330,Monsieur Henri Wines Ltd.,80326,Mc Guires Original Cream Liqueur,12,750,$6.41,$9.62,2,19.24,female,30,Entertainment
13/11/2014 0:00,,3858,82,Scott,1081200,CREAM LIQUEURS,330,Monsieur Henri Wines Ltd.,80456,Ryan's Cream Liqueur,12,750,$5.70,$9.05,2,18.1,female,36,Social
13/11/2014 0:00,,3858,82,Scott,1081200,CREAM LIQUEURS,305,MHW Ltd,80489,Tippy Cow Vanilla Soft Serve Mini,12,500,$7.42,$11.13,1,11.13,male,53,Digital
13/11/2014 0:00,,3858,82,Scott,1081305,APPLE SCHNAPPS,65,Jim Beam Brands,82604,Dekuyper Sour Apple Pucker,24,375,$3.07,$4.61,5,23.05,female,62,Digital
13/11/2014 0:00,,3858,82,Scott,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,$6.30,$9.45,2,18.9,male,28,Digital
13/11/2014 0:00,,3858,82,Scott,1081700,DISTILLED SPIRITS SPECIALTY,421,Sazerac Co. Inc.,86684,Firefly Apple Pie Moonshine,12,750,$9.88,$14.82,2,29.64,male,22,Entertainment
13/11/2014 0:00,,3858,82,Scott,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,$9.85,$14.78,12,177.36,male,49,Digital
13/11/2014 0:00,,3858,82,Scott,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,1,40.5,male,45,Digital
